level1_id,level2_id,source_id,article_id,strategy,title
94_adaptive,94_adaptive,827f942284082973,94,adaptive,"Un journaliste diva et une myriade de plumes : dans les coulisses d’« Affaires sensibles », le podcast le plus écouté de Radio France"
94_confidence_weighted,94_confidence_weighted,827f942284082973,94,confidence_weighted,"Un journaliste diva et une myriade de plumes : dans les coulisses d’« Affaires sensibles », le podcast le plus écouté de Radio France"
95_adaptive,95_adaptive,29c2143168e14c13,95,adaptive,"Macron, Trump, Meloni et les autres… Humains, trop humains"
95_confidence_weighted,95_confidence_weighted,29c2143168e14c13,95,confidence_weighted,"Macron, Trump, Meloni et les autres… Humains, trop humains"
96_adaptive,96_adaptive,361caff2d40d0c74,96,adaptive,Le salaire moyen de la fonction publique hospitalière a baissé en 2023
96_confidence_weighted,96_confidence_weighted,361caff2d40d0c74,96,confidence_weighted,Le salaire moyen de la fonction publique hospitalière a baissé en 2023
97_adaptive,97_adaptive,bf5d2558cecf909d,97,adaptive,Gaza : plus de 100 ONG mettent en garde contre une « famine de masse »
97_confidence_weighted,97_confidence_weighted,bf5d2558cecf909d,97,confidence_weighted,Gaza : plus de 100 ONG mettent en garde contre une « famine de masse »
98_adaptive,98_adaptive,8ec18d19e58d9fad,98,adaptive,Affaire Bétharram : les victimes déposent de nouvelles plaintes mais déplorent un « manque de moyens » pour l’enquête
98_confidence_weighted,98_confidence_weighted,8ec18d19e58d9fad,98,confidence_weighted,Affaire Bétharram : les victimes déposent de nouvelles plaintes mais déplorent un « manque de moyens » pour l’enquête
99_adaptive,99_adaptive,619ac2b75ec51a6a,99,adaptive,Avons-nous vraiment beaucoup de jours fériés en France ?
99_confidence_weighted,99_confidence_weighted,619ac2b75ec51a6a,99,confidence_weighted,Avons-nous vraiment beaucoup de jours fériés en France ?
100_adaptive,100_adaptive,8faad6d1ca7e63e2,100,adaptive,"« Réparations » pour les pays pollueurs, obligations climatiques… Le résumé des annonces de la Cour internationale de Justice"
100_confidence_weighted,100_confidence_weighted,8faad6d1ca7e63e2,100,confidence_weighted,"« Réparations » pour les pays pollueurs, obligations climatiques… Le résumé des annonces de la Cour internationale de Justice"
101_adaptive,101_adaptive,184a7f323236a6fd,101,adaptive,"Tentative d’assassinat d’un politique espagnol : un trafiquant français, soupçonné d’être un tueur à gages de l’Iran, sera jugé en Espagne"
101_confidence_weighted,101_confidence_weighted,184a7f323236a6fd,101,confidence_weighted,"Tentative d’assassinat d’un politique espagnol : un trafiquant français, soupçonné d’être un tueur à gages de l’Iran, sera jugé en Espagne"
102_adaptive,102_adaptive,1ea2b6b6fcad0d49,102,adaptive,De la justice aux journalistes : les trois déclarations les plus trumpistes de Rachida Dati
102_confidence_weighted,102_confidence_weighted,1ea2b6b6fcad0d49,102,confidence_weighted,De la justice aux journalistes : les trois déclarations les plus trumpistes de Rachida Dati
103_adaptive,103_adaptive,a68c6f882eda290f,103,adaptive,"Vingt-six ministres d’Emmanuel Macron mis en examen depuis 2017, comme le dit François Ruffin ? C’est inexact (mais toujours trop)"
103_confidence_weighted,103_confidence_weighted,a68c6f882eda290f,103,confidence_weighted,"Vingt-six ministres d’Emmanuel Macron mis en examen depuis 2017, comme le dit François Ruffin ? C’est inexact (mais toujours trop)"
104_adaptive,104_adaptive,8a1f882da3f5ce5a,104,adaptive,"Génocides : le monde en deuil permanent, le droit en faillite"
104_confidence_weighted,104_confidence_weighted,8a1f882da3f5ce5a,104,confidence_weighted,"Génocides : le monde en deuil permanent, le droit en faillite"
105_adaptive,105_adaptive,7973920660d3016b,105,adaptive,"« Moi, je suis fait pour les tempêtes » : Emmanuel Carrère a suivi Emmanuel Macron dans les coulisses du G7"
105_confidence_weighted,105_confidence_weighted,7973920660d3016b,105,confidence_weighted,"« Moi, je suis fait pour les tempêtes » : Emmanuel Carrère a suivi Emmanuel Macron dans les coulisses du G7"
106_adaptive,106_adaptive,d244b64e457fe322,106,adaptive,« Que Marianne était jolie » : quand Michel Delpech chante une certaine idée de la France… et de la Révolution
106_confidence_weighted,106_confidence_weighted,d244b64e457fe322,106,confidence_weighted,« Que Marianne était jolie » : quand Michel Delpech chante une certaine idée de la France… et de la Révolution
107_adaptive,107_adaptive,86ed15eb33588d32,107,adaptive,Les coulisses du G7 racontées par Emmanuel Carrère
107_confidence_weighted,107_confidence_weighted,86ed15eb33588d32,107,confidence_weighted,Les coulisses du G7 racontées par Emmanuel Carrère
108_adaptive,108_adaptive,f60056647b2e6c04,108,adaptive,Pédocriminel arrêté de justesse près d’Orléans : « C’est vraiment monsieur Tout-le-Monde »
108_confidence_weighted,108_confidence_weighted,f60056647b2e6c04,108,confidence_weighted,Pédocriminel arrêté de justesse près d’Orléans : « C’est vraiment monsieur Tout-le-Monde »
109_adaptive,109_adaptive,1799497d236cc8f8,109,adaptive,Pourquoi mal travailler coûte plus cher que de ne pas travailler
109_confidence_weighted,109_confidence_weighted,1799497d236cc8f8,109,confidence_weighted,Pourquoi mal travailler coûte plus cher que de ne pas travailler
110_adaptive,110_adaptive,d4f31d71e0474ed9,110,adaptive,"« Papa, t’étais où en Algérie ? » : le silence des appelés"
110_confidence_weighted,110_confidence_weighted,d4f31d71e0474ed9,110,confidence_weighted,"« Papa, t’étais où en Algérie ? » : le silence des appelés"
111_adaptive,111_adaptive,b16c0e23e7e392f5,111,adaptive,"Au Canada, une saison des feux déjà catastrophique avec près de 6 millions d’hectares brûlés"
111_confidence_weighted,111_confidence_weighted,b16c0e23e7e392f5,111,confidence_weighted,"Au Canada, une saison des feux déjà catastrophique avec près de 6 millions d’hectares brûlés"
112_adaptive,112_adaptive,d56c177562711942,112,adaptive,« Le Panache » : l’éloquence de Joachim Arseguel
112_confidence_weighted,112_confidence_weighted,d56c177562711942,112,confidence_weighted,« Le Panache » : l’éloquence de Joachim Arseguel
113_adaptive,113_adaptive,2363f8c60633af2c,113,adaptive,Loi Duplomb : les leçons d’un sursaut écolo
113_confidence_weighted,113_confidence_weighted,2363f8c60633af2c,113,confidence_weighted,Loi Duplomb : les leçons d’un sursaut écolo
114_adaptive,114_adaptive,c04de690539938a3,114,adaptive,"« Je vous dédie mon silence », par Mario Vargas Llosa : un dernier roman comme un hommage à Balzac et Flaubert"
114_confidence_weighted,114_confidence_weighted,c04de690539938a3,114,confidence_weighted,"« Je vous dédie mon silence », par Mario Vargas Llosa : un dernier roman comme un hommage à Balzac et Flaubert"
115_adaptive,115_adaptive,055073e2129cf69b,115,adaptive,Ozzy Osbourne est mort et l’enfer est en deuil
115_confidence_weighted,115_confidence_weighted,055073e2129cf69b,115,confidence_weighted,Ozzy Osbourne est mort et l’enfer est en deuil
116_adaptive,116_adaptive,75ba98cb0fed4c2b,116,adaptive,Qui va vraiment payer le budget Bayrou ? Débat entre les économistes Anne-Sophie Alsif et Henri Sterdyniak
116_confidence_weighted,116_confidence_weighted,75ba98cb0fed4c2b,116,confidence_weighted,Qui va vraiment payer le budget Bayrou ? Débat entre les économistes Anne-Sophie Alsif et Henri Sterdyniak
117_adaptive,117_adaptive,220b430da44459f0,117,adaptive,J’ai testé pour vous : le « bain de forêt »
117_confidence_weighted,117_confidence_weighted,220b430da44459f0,117,confidence_weighted,J’ai testé pour vous : le « bain de forêt »
118_adaptive,118_adaptive,8f6ca28dd2ee370b,118,adaptive,"« Contre l’hégémonie culturelle des droites dures, menons une bataille politique et budgétaire »"
118_confidence_weighted,118_confidence_weighted,8f6ca28dd2ee370b,118,confidence_weighted,"« Contre l’hégémonie culturelle des droites dures, menons une bataille politique et budgétaire »"
119_adaptive,119_adaptive,b4e4db65dfa7463a,119,adaptive,"Bruno Retailleau estime que le macronisme « alimente l’impuissance », Elisabeth Borne l’accuse de vouloir « diviser »"
119_confidence_weighted,119_confidence_weighted,b4e4db65dfa7463a,119,confidence_weighted,"Bruno Retailleau estime que le macronisme « alimente l’impuissance », Elisabeth Borne l’accuse de vouloir « diviser »"
120_adaptive,120_adaptive,33d8bf8a5fa6bafe,120,adaptive,"« Il y a un problème avec la justice » : renvoyée en procès pour corruption, Rachida Dati charge violemment les magistrats"
120_confidence_weighted,120_confidence_weighted,33d8bf8a5fa6bafe,120,confidence_weighted,"« Il y a un problème avec la justice » : renvoyée en procès pour corruption, Rachida Dati charge violemment les magistrats"
121_adaptive,121_adaptive,3c19808010f2ba6f,121,adaptive,"La mise en ligne des décisions de justice inquiète, la loi Duplomb divise Renaissance… Retrouvez les indiscrétions du « Nouvel Obs »"
121_confidence_weighted,121_confidence_weighted,3c19808010f2ba6f,121,confidence_weighted,"La mise en ligne des décisions de justice inquiète, la loi Duplomb divise Renaissance… Retrouvez les indiscrétions du « Nouvel Obs »"
122_adaptive,122_adaptive,e4abac464be73d82,122,adaptive,"« Elle me parle de météo, de son chien, du linge qui sèche… Plus je vois ma belle-mère, plus elle m’insupporte »"
122_confidence_weighted,122_confidence_weighted,e4abac464be73d82,122,confidence_weighted,"« Elle me parle de météo, de son chien, du linge qui sèche… Plus je vois ma belle-mère, plus elle m’insupporte »"
123_adaptive,123_adaptive,d986d498cedd168b,123,adaptive,"Eric, routier, est tombé fou amoureux de « la femme parfaite », une camgirl roumaine… qui était en fait un « brouteur » ivoirien"
123_confidence_weighted,123_confidence_weighted,d986d498cedd168b,123,confidence_weighted,"Eric, routier, est tombé fou amoureux de « la femme parfaite », une camgirl roumaine… qui était en fait un « brouteur » ivoirien"
124_adaptive,124_adaptive,11b758cdb3f94344,124,adaptive,"Il y a 80 ans, au procès du maréchal Pétain, il a très peu été question du sort des juifs"
124_confidence_weighted,124_confidence_weighted,11b758cdb3f94344,124,confidence_weighted,"Il y a 80 ans, au procès du maréchal Pétain, il a très peu été question du sort des juifs"
125_adaptive,125_adaptive,b389db4ec28884a7,125,adaptive,Interpol lève la notice rouge visant le militant écologiste Paul Watson
125_confidence_weighted,125_confidence_weighted,b389db4ec28884a7,125,confidence_weighted,Interpol lève la notice rouge visant le militant écologiste Paul Watson
126_adaptive,126_adaptive,227ac58da54eafb8,126,adaptive,« Une heure et demie de moins par nuit en 50 ans » : le gouvernement publie une feuille de route pour « un sommeil de qualité »
126_confidence_weighted,126_confidence_weighted,227ac58da54eafb8,126,confidence_weighted,« Une heure et demie de moins par nuit en 50 ans » : le gouvernement publie une feuille de route pour « un sommeil de qualité »
127_adaptive,127_adaptive,0b488a9b19eada6b,127,adaptive,"Ozzy Osbourne, légende du heavy metal et chanteur de Black Sabbath, est mort"
127_confidence_weighted,127_confidence_weighted,0b488a9b19eada6b,127,confidence_weighted,"Ozzy Osbourne, légende du heavy metal et chanteur de Black Sabbath, est mort"
128_adaptive,128_adaptive,34cd2441459ad119,128,adaptive,"MaPrimeRénov’ va rouvrir le 30 septembre pour les rénovations globales, mais avec des conditions d’accès resserrées"
128_confidence_weighted,128_confidence_weighted,34cd2441459ad119,128,confidence_weighted,"MaPrimeRénov’ va rouvrir le 30 septembre pour les rénovations globales, mais avec des conditions d’accès resserrées"
129_adaptive,129_adaptive,7d3985e16d7fe3c3,129,adaptive,"« Pooja, Sir », « Les 4 Fantastiques », « Sorry, Baby »... Les films à voir (ou pas) cette semaine"
129_confidence_weighted,129_confidence_weighted,7d3985e16d7fe3c3,129,confidence_weighted,"« Pooja, Sir », « Les 4 Fantastiques », « Sorry, Baby »... Les films à voir (ou pas) cette semaine"
130_adaptive,130_adaptive,72f5963b314b2205,130,adaptive,Rachida Dati bientôt jugée pour corruption : ce que dit l’ordonnance de renvoi des juges d’instruction
130_confidence_weighted,130_confidence_weighted,72f5963b314b2205,130,confidence_weighted,Rachida Dati bientôt jugée pour corruption : ce que dit l’ordonnance de renvoi des juges d’instruction
131_adaptive,131_adaptive,574e875ed09a7233,131,adaptive,« My Father’s Son » : un ambitieux drame mémoriel et dystopique
131_confidence_weighted,131_confidence_weighted,574e875ed09a7233,131,confidence_weighted,« My Father’s Son » : un ambitieux drame mémoriel et dystopique
132_adaptive,132_adaptive,78350a8803037c44,132,adaptive,« Frantz Fanon » : ces années que le psychiatre et figure de l’anticolonialisme passa à l’hôpital de Blida
132_confidence_weighted,132_confidence_weighted,78350a8803037c44,132,confidence_weighted,« Frantz Fanon » : ces années que le psychiatre et figure de l’anticolonialisme passa à l’hôpital de Blida
133_adaptive,133_adaptive,2a8f3c660f23ce58,133,adaptive,« Aux jours qui viennent » : un film entre thriller conjugal et mélo familiale
133_confidence_weighted,133_confidence_weighted,2a8f3c660f23ce58,133,confidence_weighted,« Aux jours qui viennent » : un film entre thriller conjugal et mélo familiale
134_adaptive,134_adaptive,0f8286a243bf5959,134,adaptive,« Vittoria » : un film entre documentaire et fiction qui prouve que le cinéma italien n’est pas mort
134_confidence_weighted,134_confidence_weighted,0f8286a243bf5959,134,confidence_weighted,« Vittoria » : un film entre documentaire et fiction qui prouve que le cinéma italien n’est pas mort
135_adaptive,135_adaptive,99413af17e23056b,135,adaptive,« The Things You Kill » : une fable politique et symbolique  sur le déni de culpabilité
135_confidence_weighted,135_confidence_weighted,99413af17e23056b,135,confidence_weighted,« The Things You Kill » : une fable politique et symbolique  sur le déni de culpabilité
136_adaptive,136_adaptive,ea15ec09d109a0a2,136,adaptive,« Dangerous Animals » : quand un serial killer donne des touristes à manger aux requins
136_confidence_weighted,136_confidence_weighted,ea15ec09d109a0a2,136,confidence_weighted,« Dangerous Animals » : quand un serial killer donne des touristes à manger aux requins
137_adaptive,137_adaptive,e71c77eeede3f484,137,adaptive,"« Sorry, Baby » : un petit film d’une grande sensibilité sur la réadaptation d’une victime d’agression sexuelle"
137_confidence_weighted,137_confidence_weighted,e71c77eeede3f484,137,confidence_weighted,"« Sorry, Baby » : un petit film d’une grande sensibilité sur la réadaptation d’une victime d’agression sexuelle"
138_adaptive,138_adaptive,242a3ca05ca41b2b,138,adaptive,"Des PFAS détectés dans les protections féminines réutilisables, révèle une étude"
138_confidence_weighted,138_confidence_weighted,242a3ca05ca41b2b,138,confidence_weighted,"Des PFAS détectés dans les protections féminines réutilisables, révèle une étude"
139_adaptive,139_adaptive,8c2e90f73778fe01,139,adaptive,"« Pooja, Sir » :  un polar féministe sous tension au cœur de la société népalaise"
139_confidence_weighted,139_confidence_weighted,8c2e90f73778fe01,139,confidence_weighted,"« Pooja, Sir » :  un polar féministe sous tension au cœur de la société népalaise"
140_adaptive,140_adaptive,7d064f4fcc38c633,140,adaptive,Le reboot des « 4 Fantastiques » partait bien mais il retombe comme un soufflé (malgré Pedro Pascal)
140_confidence_weighted,140_confidence_weighted,7d064f4fcc38c633,140,confidence_weighted,Le reboot des « 4 Fantastiques » partait bien mais il retombe comme un soufflé (malgré Pedro Pascal)
141_adaptive,141_adaptive,4421f40861287733,141,adaptive,« Je pars parce que je veux vivre » : de plus en plus d’Israéliens quittent leur pays depuis le 7-Octobre
141_confidence_weighted,141_confidence_weighted,4421f40861287733,141,confidence_weighted,« Je pars parce que je veux vivre » : de plus en plus d’Israéliens quittent leur pays depuis le 7-Octobre
142_adaptive,142_adaptive,dce264d64f8e55f6,142,adaptive,Festival d’Avignon : nos 5 coups de cœur du Off à voir absolument
142_confidence_weighted,142_confidence_weighted,dce264d64f8e55f6,142,confidence_weighted,Festival d’Avignon : nos 5 coups de cœur du Off à voir absolument
143_adaptive,143_adaptive,05780a2789456792,143,adaptive,"Affaire Dati : Paris mérite un maire, pas un prévenu"
143_confidence_weighted,143_confidence_weighted,05780a2789456792,143,confidence_weighted,"Affaire Dati : Paris mérite un maire, pas un prévenu"
144_adaptive,144_adaptive,e6f76679684a9086,144,adaptive,« MaXXXine » : machine à fantasmes
144_confidence_weighted,144_confidence_weighted,e6f76679684a9086,144,confidence_weighted,« MaXXXine » : machine à fantasmes
145_adaptive,145_adaptive,0d87b82f8cae8d91,145,adaptive,« Le budget Bayrou ne répond à aucun des défis majeurs auxquels la France fait face »
145_confidence_weighted,145_confidence_weighted,0d87b82f8cae8d91,145,confidence_weighted,« Le budget Bayrou ne répond à aucun des défis majeurs auxquels la France fait face »
146_adaptive,146_adaptive,a5ba7160697af071,146,adaptive,« En tongs au pied de l’Himalaya » : Audrey Lamy en mère courage
146_confidence_weighted,146_confidence_weighted,a5ba7160697af071,146,confidence_weighted,« En tongs au pied de l’Himalaya » : Audrey Lamy en mère courage
147_adaptive,147_adaptive,e6564e4511d975f9,147,adaptive,Rachida Dati et Carlos Ghosn renvoyés en procès pour corruption et trafic d’influence
147_confidence_weighted,147_confidence_weighted,e6564e4511d975f9,147,confidence_weighted,Rachida Dati et Carlos Ghosn renvoyés en procès pour corruption et trafic d’influence
148_adaptive,148_adaptive,ccaeb36c17b66e74,148,adaptive,« Ce que ton regard promet » : la rencontre entre un lièvre et une écrivaine qui a émerveillé Angelina Jolie
148_confidence_weighted,148_confidence_weighted,ccaeb36c17b66e74,148,confidence_weighted,« Ce que ton regard promet » : la rencontre entre un lièvre et une écrivaine qui a émerveillé Angelina Jolie
149_adaptive,149_adaptive,4c1586531d2f89cb,149,adaptive,"Socrate à la pizzeria : « Tu ne peux ni affirmer que la burratina est crémeuse, ni qu’elle ne l’est pas… »"
149_confidence_weighted,149_confidence_weighted,4c1586531d2f89cb,149,confidence_weighted,"Socrate à la pizzeria : « Tu ne peux ni affirmer que la burratina est crémeuse, ni qu’elle ne l’est pas… »"
150_adaptive,150_adaptive,e800abc9da273934,150,adaptive,"La loi Duplomb, en réautorisant l’acétamipride, fait peser trois risques majeurs sur la biodiversité, l’eau et la santé humaine : les voici"
150_confidence_weighted,150_confidence_weighted,e800abc9da273934,150,confidence_weighted,"La loi Duplomb, en réautorisant l’acétamipride, fait peser trois risques majeurs sur la biodiversité, l’eau et la santé humaine : les voici"
151_adaptive,151_adaptive,54fc5d6419a488d6,151,adaptive,"« La pétition ravive les débats entre nous » : face au succès de la mobilisation contre la loi Duplomb, la majorité se divise"
151_confidence_weighted,151_confidence_weighted,54fc5d6419a488d6,151,confidence_weighted,"« La pétition ravive les débats entre nous » : face au succès de la mobilisation contre la loi Duplomb, la majorité se divise"
152_adaptive,152_adaptive,ed4171a50b778bf1,152,adaptive,"La France demande l’accès à Gaza pour la presse, « pour montrer ce qu’il s’y passe »"
152_confidence_weighted,152_confidence_weighted,ed4171a50b778bf1,152,confidence_weighted,"La France demande l’accès à Gaza pour la presse, « pour montrer ce qu’il s’y passe »"
153_adaptive,153_adaptive,766dd98f47fa732a,153,adaptive,"Pétition contre la loi Duplomb : face à une mobilisation citoyenne inédite, le camp présidentiel marche sur des œufs"
153_confidence_weighted,153_confidence_weighted,766dd98f47fa732a,153,confidence_weighted,"Pétition contre la loi Duplomb : face à une mobilisation citoyenne inédite, le camp présidentiel marche sur des œufs"
154_adaptive,154_adaptive,d5ba6bfeda33143f,154,adaptive,"« Il enchaîne les verres d’alcool, lui parle mal… Oui, son mari est malade, mais ça n’excuse pas tout »"
154_confidence_weighted,154_confidence_weighted,d5ba6bfeda33143f,154,confidence_weighted,"« Il enchaîne les verres d’alcool, lui parle mal… Oui, son mari est malade, mais ça n’excuse pas tout »"
155_adaptive,155_adaptive,61d596e29bd4b14a,155,adaptive,"Musicien et cycliste, Pascal Gabriel a mis le mont Ventoux en musique"
155_confidence_weighted,155_confidence_weighted,61d596e29bd4b14a,155,confidence_weighted,"Musicien et cycliste, Pascal Gabriel a mis le mont Ventoux en musique"
156_adaptive,156_adaptive,49ae6d076953d5bd,156,adaptive,"De Pulitzer à Musk, la démocratie a toujours été sous influence de la désinformation"
156_confidence_weighted,156_confidence_weighted,49ae6d076953d5bd,156,confidence_weighted,"De Pulitzer à Musk, la démocratie a toujours été sous influence de la désinformation"
157_adaptive,157_adaptive,3cde8ae9de372e72,157,adaptive,"« Mon amour, j’ai un souci ! Il me faut de l’argent ! » : comment Véronique, 59 ans, a été victime d’arnaque aux sentiments"
157_confidence_weighted,157_confidence_weighted,3cde8ae9de372e72,157,confidence_weighted,"« Mon amour, j’ai un souci ! Il me faut de l’argent ! » : comment Véronique, 59 ans, a été victime d’arnaque aux sentiments"
158_adaptive,158_adaptive,7f6d6e5c350c2d54,158,adaptive,"Trump et l’affaire Epstein, ou l’histoire de l’arroseur arrosé"
158_confidence_weighted,158_confidence_weighted,7f6d6e5c350c2d54,158,confidence_weighted,"Trump et l’affaire Epstein, ou l’histoire de l’arroseur arrosé"
159_adaptive,159_adaptive,0f0a3e78186db74e,159,adaptive,Guerre en Ukraine : Kiev et Moscou se retrouveront mercredi en Turquie pour des pourparlers
159_confidence_weighted,159_confidence_weighted,0f0a3e78186db74e,159,confidence_weighted,Guerre en Ukraine : Kiev et Moscou se retrouveront mercredi en Turquie pour des pourparlers
160_adaptive,160_adaptive,6568364a4f7fbda8,160,adaptive,« Aucun de nous n’a le souvenir d’avoir vu un collaborateur mourir de faim » : la SDJ de l’AFP alerte sur la santé des journalistes à Gaza
160_confidence_weighted,160_confidence_weighted,6568364a4f7fbda8,160,confidence_weighted,« Aucun de nous n’a le souvenir d’avoir vu un collaborateur mourir de faim » : la SDJ de l’AFP alerte sur la santé des journalistes à Gaza
161_adaptive,161_adaptive,619f4cf2b1395245,161,adaptive,"Guerre à Gaza : Israël étend ses opérations, 25 pays appellent à mettre fin « immédiatement » au conflit"
161_confidence_weighted,161_confidence_weighted,619f4cf2b1395245,161,confidence_weighted,"Guerre à Gaza : Israël étend ses opérations, 25 pays appellent à mettre fin « immédiatement » au conflit"
162_adaptive,162_adaptive,8bbcd409c87ef232,162,adaptive,Pétition contre la loi Duplomb : les 4 raisons d’un succès inédit
162_confidence_weighted,162_confidence_weighted,8bbcd409c87ef232,162,confidence_weighted,Pétition contre la loi Duplomb : les 4 raisons d’un succès inédit
163_adaptive,163_adaptive,5b8b3f9f85aad069,163,adaptive,Libération de Georges Abdallah : le parquet général forme un pourvoi en cassation
163_confidence_weighted,163_confidence_weighted,5b8b3f9f85aad069,163,confidence_weighted,Libération de Georges Abdallah : le parquet général forme un pourvoi en cassation
164_adaptive,164_adaptive,8b21515c9f3d868d,164,adaptive,"« Renard et Lapine sauvent la forêt » : un cartoon écolo, politique et inventif"
164_confidence_weighted,164_confidence_weighted,8b21515c9f3d868d,164,confidence_weighted,"« Renard et Lapine sauvent la forêt » : un cartoon écolo, politique et inventif"
165_adaptive,165_adaptive,6b57123fecfade63,165,adaptive,"Nous, malades du rein, prions François Bayrou de bien vouloir cesser de nous faire les poches"
165_confidence_weighted,165_confidence_weighted,6b57123fecfade63,165,confidence_weighted,"Nous, malades du rein, prions François Bayrou de bien vouloir cesser de nous faire les poches"
166_adaptive,166_adaptive,9b3f1b1ab89f027c,166,adaptive,"Le Bloc-notes de Jérôme Garcin : les Schneider, père et fille"
166_confidence_weighted,166_confidence_weighted,9b3f1b1ab89f027c,166,confidence_weighted,"Le Bloc-notes de Jérôme Garcin : les Schneider, père et fille"
167_adaptive,167_adaptive,99d16a57294f1b0e,167,adaptive,« Des trains pas comme les autres - De Chicago aux Rocheuses » : la vie du rail
167_confidence_weighted,167_confidence_weighted,99d16a57294f1b0e,167,confidence_weighted,« Des trains pas comme les autres - De Chicago aux Rocheuses » : la vie du rail
168_adaptive,168_adaptive,64f219af63d28f29,168,adaptive,"Près d’1,5 million de signatures contre la loi Duplomb : face au naufrage des politiques, le rebond citoyen"
168_confidence_weighted,168_confidence_weighted,64f219af63d28f29,168,confidence_weighted,"Près d’1,5 million de signatures contre la loi Duplomb : face au naufrage des politiques, le rebond citoyen"
169_adaptive,169_adaptive,7435cd45bd0306c9,169,adaptive,"« La ballade des sans-espoirs » : beau, poétique, poignant"
169_confidence_weighted,169_confidence_weighted,7435cd45bd0306c9,169,confidence_weighted,"« La ballade des sans-espoirs » : beau, poétique, poignant"
170_adaptive,170_adaptive,5b5290265a041690,170,adaptive,"Nouvelle audition, déclarations… le point sur les derniers développements dans l’affaire Jubillar"
170_confidence_weighted,170_confidence_weighted,5b5290265a041690,170,confidence_weighted,"Nouvelle audition, déclarations… le point sur les derniers développements dans l’affaire Jubillar"
171_adaptive,171_adaptive,f86a025051ba7281,171,adaptive,"Emmanuel Macron, Conseil constitutionnel et RIP : les recours contre la loi Duplomb au-delà du débat à l’Assemblée"
171_confidence_weighted,171_confidence_weighted,f86a025051ba7281,171,confidence_weighted,"Emmanuel Macron, Conseil constitutionnel et RIP : les recours contre la loi Duplomb au-delà du débat à l’Assemblée"
172_adaptive,172_adaptive,d4216a7e1a1dfdea,172,adaptive,"« En Europe, ceux qui cherchent à surfer sur la vague trumpiste seront sanctionnés dans les urnes »"
172_confidence_weighted,172_confidence_weighted,d4216a7e1a1dfdea,172,confidence_weighted,"« En Europe, ceux qui cherchent à surfer sur la vague trumpiste seront sanctionnés dans les urnes »"
173_adaptive,173_adaptive,21d1e319f5063f79,173,adaptive,Pétition contre la loi Duplomb : on a épluché les 386 autres textes soumis à signatures actuellement en ligne sur le site de l’Assemblée nationale
173_confidence_weighted,173_confidence_weighted,21d1e319f5063f79,173,confidence_weighted,Pétition contre la loi Duplomb : on a épluché les 386 autres textes soumis à signatures actuellement en ligne sur le site de l’Assemblée nationale
174_adaptive,174_adaptive,07730c9602dd0a82,174,adaptive,"« La Ronde de nuit », par Bora Chung : karma, fais-moi peur"
174_confidence_weighted,174_confidence_weighted,07730c9602dd0a82,174,confidence_weighted,"« La Ronde de nuit », par Bora Chung : karma, fais-moi peur"
175_adaptive,175_adaptive,6026998fa9091211,175,adaptive,"Appendice, dents de sagesse… Pourquoi certaines parties de notre corps sont-elles inutiles ?"
175_confidence_weighted,175_confidence_weighted,6026998fa9091211,175,confidence_weighted,"Appendice, dents de sagesse… Pourquoi certaines parties de notre corps sont-elles inutiles ?"
176_adaptive,176_adaptive,2961a15e188b5dfe,176,adaptive,"Le congost de Mont-Rebei, une randonnée pour défier son vertige"
176_confidence_weighted,176_confidence_weighted,2961a15e188b5dfe,176,confidence_weighted,"Le congost de Mont-Rebei, une randonnée pour défier son vertige"
177_adaptive,177_adaptive,c5279b46ca86926c,177,adaptive,« On culpabilise le patient » : France Assos Santé dénonce le plan d’économies prévu par François Bayrou
177_confidence_weighted,177_confidence_weighted,c5279b46ca86926c,177,confidence_weighted,« On culpabilise le patient » : France Assos Santé dénonce le plan d’économies prévu par François Bayrou
178_adaptive,178_adaptive,75e207f8433c9905,178,adaptive,"Kurdwin Ayub, réalisatrice de « Moon » : « Il y a toujours une cage autour des femmes »"
178_confidence_weighted,178_confidence_weighted,75e207f8433c9905,178,confidence_weighted,"Kurdwin Ayub, réalisatrice de « Moon » : « Il y a toujours une cage autour des femmes »"
179_adaptive,179_adaptive,cf0a5b5e72cbc7dc,179,adaptive,"Un mort, six blessés, levée des vigilances… Retour sur les orages et les inondations qui ont frappé une partie de la France"
179_confidence_weighted,179_confidence_weighted,cf0a5b5e72cbc7dc,179,confidence_weighted,"Un mort, six blessés, levée des vigilances… Retour sur les orages et les inondations qui ont frappé une partie de la France"
180_adaptive,180_adaptive,42a653482c761faa,180,adaptive,"93 morts dans des tirs israéliens, nouvelle offensive en vue… Le point sur la situation à Gaza"
180_confidence_weighted,180_confidence_weighted,42a653482c761faa,180,confidence_weighted,"93 morts dans des tirs israéliens, nouvelle offensive en vue… Le point sur la situation à Gaza"
181_adaptive,181_adaptive,d75592606f1a6df5,181,adaptive,"« Quand mon beau-père m’a lancé “Tu fais n’importe quoi, comme d’habitude”, ça a été un détonateur »"
181_confidence_weighted,181_confidence_weighted,d75592606f1a6df5,181,confidence_weighted,"« Quand mon beau-père m’a lancé “Tu fais n’importe quoi, comme d’habitude”, ça a été un détonateur »"
182_adaptive,182_adaptive,2d93580017c5f706,182,adaptive,"Roselyne, 54 ans, pensait être en couple avec David Hallyday : elle a versé 60 000 euros à des brouteurs"
